voltage,current,temperature,pollution,conductor,insulator
108,252,42,Medium,AAAC,Glass
694,4622,11,Low,ACCC,Glass
470,4939,10,High,ACSR,Composite
767,256,37,High,ACSR,Composite
111,3116,38,High,ACSR,Composite
519,3313,56,Low,ACCC,Glass
743,882,25,Low,ACSR,Glass
370,1315,19,Low,AAAC,Glass
780,4495,-2,High,ACCC,Composite
298,3692,-9,Low,ACSR,Porcelain
310,447,41,Low,AAAC,Glass
786,2983,23,Low,ACSR,Glass
360,2635,50,Medium,ACSR,Glass
448,1775,25,Low,AAAC,Glass
223,4574,-10,High,ACSR,Composite
470,3044,17,Medium,ACSR,Composite
66,1796,29,High,AAAC,Composite
282,823,0,High,AAAC,Composite
572,2514,52,Medium,ACSR,Composite
646,1005,57,Medium,ACSR,Composite
95,3755,25,Medium,ACSR,Glass
692,1521,-1,Low,ACSR,Glass
585,3454,39,Low,ACCC,Glass
340,2224,11,Medium,ACSR,Glass
557,2841,-10,High,ACSR,Composite
101,4971,41,High,ACSR,Composite
376,4411,1,Low,ACSR,Glass
109,3624,45,Medium,ACSR,Glass
220,2213,34,Medium,AAAC,Glass
142,3640,24,Low,ACSR,Porcelain
655,2761,1,Low,ACSR,Glass
678,3134,36,High,ACCC,Composite
503,3883,27,Low,ACCC,Glass
497,4783,56,Medium,ACSR,Composite
607,4653,5,High,ACCC,Composite
104,1834,-10,High,AAAC,Composite
304,1020,48,High,AAAC,Composite
78,3965,-5,High,ACSR,Composite
187,2775,56,High,ACSR,Composite
209,3581,25,Low,ACSR,Porcelain
749,553,44,Medium,ACSR,Composite
520,4707,48,High,ACCC,Composite
433,1482,29,Medium,AAAC,Composite
312,1775,29,Medium,AAAC,Glass
110,2045,-5,Low,AAAC,Porcelain
440,4976,25,Low,ACSR,Glass
356,4277,20,High,ACSR,Composite
272,808,38,High,AAAC,Composite
584,1154,48,Medium,ACSR,Composite
307,498,59,Low,AAAC,Glass
687,4165,28,Low,ACCC,Glass
179,3705,54,Medium,ACSR,Glass
367,2139,12,High,ACSR,Composite
341,371,9,Medium,AAAC,Glass
161,1511,20,Low,AAAC,Porcelain
359,3012,13,Low,ACSR,Glass
766,4543,22,Low,ACCC,Glass
425,3085,-3,Medium,ACSR,Composite
353,4731,35,High,ACSR,Composite
219,4751,6,Low,ACSR,Porcelain
635,359,34,Low,ACSR,Glass
488,3069,12,Low,ACSR,Glass
115,2206,1,Low,AAAC,Porcelain
272,2261,41,High,AAAC,Composite
629,3436,53,High,ACCC,Composite
727,3857,2,Low,ACCC,Glass
630,880,6,Medium,ACSR,Composite
278,3682,49,High,ACSR,Composite
131,3550,36,Medium,ACSR,Glass
297,4248,16,Medium,ACSR,Glass
728,160,52,Medium,ACSR,Composite
782,2536,4,High,ACSR,Composite
385,943,50,Medium,AAAC,Glass
202,1087,18,High,AAAC,Composite
712,1508,19,Low,ACSR,Glass
631,1791,36,High,ACSR,Composite
130,918,31,High,AAAC,Composite
579,680,11,Low,ACSR,Glass
197,3332,36,Low,ACSR,Porcelain
399,4162,50,Medium,ACSR,Glass
97,3506,27,Medium,ACSR,Glass
563,2468,33,Medium,ACSR,Composite
308,2519,46,Medium,ACSR,Glass
257,2939,25,Medium,ACSR,Glass
207,620,38,Medium,AAAC,Glass
725,2566,59,High,ACSR,Composite
666,4512,59,High,ACCC,Composite
626,427,-5,Medium,ACSR,Composite
713,4011,49,Low,ACCC,Glass
256,634,32,Medium,AAAC,Glass
214,4641,24,Medium,ACSR,Glass
664,4623,28,High,ACCC,Composite
481,2334,57,Medium,ACSR,Composite
585,820,5,Low,ACSR,Glass
800,702,11,Low,ACSR,Glass
81,3438,48,Low,ACSR,Composite
171,3770,34,High,ACSR,Composite
348,3691,-6,Low,ACSR,Glass
169,598,0,Medium,AAAC,Glass
426,4285,25,Medium,ACSR,Composite
723,619,60,High,ACSR,Composite
100,3286,44,Low,ACSR,Composite
178,2181,31,High,AAAC,Composite
373,3271,34,Low,ACSR,Glass
118,944,48,High,AAAC,Composite
146,3777,22,Low,ACSR,Porcelain
681,1506,60,Medium,ACSR,Composite
434,3876,22,Medium,ACSR,Composite
307,2655,2,Medium,ACSR,Glass
96,2396,44,High,AAAC,Composite
769,1281,32,Low,ACSR,Glass
426,3580,7,Medium,ACSR,Composite
298,4356,4,High,ACSR,Composite
675,627,43,Medium,ACSR,Composite
99,594,0,High,AAAC,Composite
308,2944,-5,Low,ACSR,Glass
124,2417,49,Medium,AAAC,Glass
594,2384,22,High,ACSR,Composite
143,472,59,High,AAAC,Composite
783,4073,46,Low,ACCC,Glass
367,3579,-10,Low,ACSR,Glass
743,2526,58,High,ACSR,Composite
177,1820,15,Low,AAAC,Porcelain
478,1588,37,Medium,AAAC,Composite
382,205,30,High,AAAC,Composite
210,1145,18,Low,AAAC,Porcelain
733,4469,51,High,ACCC,Composite
755,4508,32,Medium,ACCC,Composite
713,3940,37,Low,ACCC,Glass
83,968,47,Medium,AAAC,Glass
416,1981,53,Low,AAAC,Glass
220,2842,0,Low,ACSR,Porcelain
571,2165,39,Low,ACSR,Glass
425,3880,54,Low,ACSR,Glass
397,3949,55,Medium,ACSR,Glass
593,1475,39,Medium,ACSR,Composite
77,2442,39,High,AAAC,Composite
140,4359,46,Low,ACSR,Composite
277,3990,27,Low,ACSR,Porcelain
756,2002,12,High,ACSR,Composite
706,4850,44,Medium,ACCC,Composite
348,4510,50,Low,ACSR,Glass
260,4612,40,Medium,ACSR,Glass
95,1959,1,Medium,AAAC,Glass
74,4502,60,Medium,ACSR,Glass
374,3814,12,Medium,ACSR,Glass
510,731,28,Medium,ACSR,Composite
375,4296,52,High,ACSR,Composite
742,4869,60,High,ACCC,Composite
770,1933,-3,Medium,ACSR,Composite
491,1900,14,High,AAAC,Composite
769,4815,10,Medium,ACCC,Composite
656,2643,51,Medium,ACSR,Composite
756,201,57,High,ACSR,Composite
156,1512,8,Low,AAAC,Porcelain
521,4438,43,Low,ACCC,Glass
509,4543,-5,Low,ACCC,Glass
792,4228,57,Low,ACCC,Glass
144,180,22,High,AAAC,Composite
540,3946,57,High,ACCC,Composite
168,1931,57,Medium,AAAC,Glass
688,2310,25,Low,ACSR,Glass
521,4906,-7,Medium,ACCC,Composite
379,3691,52,High,ACSR,Composite
312,3542,-4,Medium,ACSR,Glass
299,2639,-5,High,ACSR,Composite
659,2626,24,Low,ACSR,Glass
709,4315,49,High,ACCC,Composite
300,4200,6,High,ACSR,Composite
452,315,-4,Low,AAAC,Glass
676,3809,25,Low,ACCC,Glass
103,3888,29,High,ACSR,Composite
226,2873,48,Medium,ACSR,Glass
527,701,8,Medium,ACSR,Composite
514,1972,16,High,ACSR,Composite
182,2230,-4,High,AAAC,Composite
306,277,60,Low,AAAC,Glass
91,791,15,Medium,AAAC,Glass
713,2177,12,High,ACSR,Composite
627,826,23,High,ACSR,Composite
363,2034,40,High,ACSR,Composite
219,4026,51,High,ACSR,Composite
797,3774,-8,Medium,ACCC,Composite
717,2153,32,Medium,ACSR,Composite
533,1857,60,High,ACSR,Composite
114,2152,16,Low,AAAC,Porcelain
719,4259,2,Medium,ACCC,Composite
111,1137,44,High,AAAC,Composite
740,4759,25,Low,ACCC,Glass
350,3444,3,High,ACSR,Composite
693,779,11,Medium,ACSR,Composite
147,3138,6,High,ACSR,Composite
109,4542,54,Low,ACSR,Composite
771,3368,2,Medium,ACCC,Composite
338,3380,21,Medium,ACSR,Glass
459,3202,27,Medium,ACSR,Composite
660,284,14,High,ACSR,Composite
123,4785,43,Medium,ACSR,Glass
630,4666,12,High,ACCC,Composite
66,4032,-4,High,ACSR,Composite
281,1738,-9,Medium,AAAC,Glass
382,2578,11,Low,ACSR,Glass
293,2735,46,Low,ACSR,Composite
538,1055,49,High,ACSR,Composite
549,4061,18,Low,ACCC,Glass
736,3449,0,Medium,ACCC,Composite
352,4481,27,Low,ACSR,Glass
576,3337,6,High,ACCC,Composite
643,1886,19,Low,ACSR,Glass
523,823,57,Low,ACSR,Glass
160,2141,40,Medium,AAAC,Glass
558,3866,25,Medium,ACCC,Composite
215,511,21,Low,AAAC,Porcelain
88,614,54,Medium,AAAC,Glass
280,1566,52,Medium,AAAC,Glass
464,1222,41,High,AAAC,Composite
475,1569,39,High,AAAC,Composite
196,2594,3,Medium,ACSR,Glass
213,3702,9,Low,ACSR,Porcelain
446,1001,10,Low,AAAC,Glass
174,169,58,High,AAAC,Composite
617,1618,14,Low,ACSR,Glass
186,1569,23,Medium,AAAC,Glass
360,3249,46,Low,ACSR,Glass
185,3185,40,Low,ACSR,Porcelain
521,1316,51,Medium,ACSR,Composite
595,2528,-4,Medium,ACSR,Composite
234,2905,55,High,ACSR,Composite
775,2704,42,Medium,ACSR,Composite
208,1865,-10,Medium,AAAC,Glass
102,691,40,Medium,AAAC,Glass
763,2067,11,High,ACSR,Composite
326,3636,59,High,ACSR,Composite
296,4373,20,High,ACSR,Composite
319,4117,-5,High,ACSR,Composite
394,3948,22,Low,ACSR,Glass
362,4375,-8,Medium,ACSR,Glass
75,4273,56,Medium,ACSR,Glass
511,1580,-10,Medium,ACSR,Composite
295,2796,59,Low,ACSR,Composite
601,516,15,Low,ACSR,Glass
143,4952,20,Low,ACSR,Porcelain
490,3842,38,Low,ACSR,Glass
258,4141,29,Low,ACSR,Porcelain
466,394,54,Low,AAAC,Glass
174,1064,31,High,AAAC,Composite
328,821,18,High,AAAC,Composite
394,4548,54,Medium,ACSR,Glass
428,1492,5,Low,AAAC,Glass
443,437,3,High,AAAC,Composite
406,3613,24,High,ACSR,Composite
324,2479,2,Medium,ACSR,Glass
400,572,42,Low,AAAC,Glass
150,931,43,High,AAAC,Composite
587,985,29,High,ACSR,Composite
636,1150,34,Medium,ACSR,Composite
373,716,52,Medium,AAAC,Glass
327,344,-8,Medium,AAAC,Glass
696,1900,48,High,ACSR,Composite
745,788,12,Medium,ACSR,Composite
766,2339,52,Medium,ACSR,Composite
517,4400,28,Low,ACCC,Glass
316,4770,11,Medium,ACSR,Glass
389,724,49,High,AAAC,Composite
294,4197,-4,Medium,ACSR,Glass
767,778,11,High,ACSR,Composite
701,3100,47,Medium,ACCC,Composite
661,3027,27,Medium,ACCC,Composite
362,1441,17,Low,AAAC,Glass
792,4976,25,High,ACCC,Composite
302,2450,43,Medium,ACSR,Glass
690,3696,20,High,ACCC,Composite
282,794,37,High,AAAC,Composite
311,4350,19,Medium,ACSR,Glass
513,957,40,High,ACSR,Composite
384,4729,37,Medium,ACSR,Glass
497,2467,12,High,ACSR,Composite
469,1145,59,High,AAAC,Composite
102,1087,42,Low,AAAC,Composite
641,2637,37,Low,ACSR,Glass
796,100,20,Low,ACSR,Glass
407,3111,43,High,ACSR,Composite
454,3635,22,Low,ACSR,Glass
99,3514,20,High,ACSR,Composite
104,4233,41,Low,ACSR,Composite
644,1548,39,Low,ACSR,Glass
274,2631,60,Medium,ACSR,Glass
217,1638,-1,Low,AAAC,Porcelain
430,3471,-6,Medium,ACSR,Composite
264,3620,19,Low,ACSR,Porcelain
666,3256,37,Low,ACCC,Glass
144,1893,10,Low,AAAC,Porcelain
542,3995,18,High,ACCC,Composite
499,2359,14,Low,ACSR,Glass
97,4511,57,Medium,ACSR,Glass
152,121,40,Low,AAAC,Porcelain
616,4704,36,Low,ACCC,Glass
458,2384,19,Medium,ACSR,Composite
678,1833,42,Low,ACSR,Glass
309,2786,51,Medium,ACSR,Glass
297,4239,48,Medium,ACSR,Glass
645,380,36,High,ACSR,Composite
257,3523,3,Low,ACSR,Porcelain
605,1178,0,High,ACSR,Composite
335,943,-8,High,AAAC,Composite
142,3251,34,Medium,ACSR,Glass
800,3500,11,High,ACCC,Composite
232,3517,4,Low,ACSR,Porcelain
349,3674,54,Low,ACSR,Glass
769,3570,25,Medium,ACCC,Composite
154,423,53,High,AAAC,Composite
609,2964,25,High,ACSR,Composite
714,2861,-7,Medium,ACSR,Composite
221,1043,55,High,AAAC,Composite
315,1167,28,Medium,AAAC,Glass
160,1439,1,Low,AAAC,Porcelain
82,1337,36,High,AAAC,Composite
182,1630,-4,Medium,AAAC,Glass
398,4210,21,Medium,ACSR,Glass
587,1927,15,Low,ACSR,Glass
145,3924,9,Medium,ACSR,Glass
711,1575,60,Medium,ACSR,Composite
497,3446,35,Medium,ACSR,Composite
268,2737,19,Low,ACSR,Porcelain
181,1470,25,High,AAAC,Composite
285,2267,11,Low,AAAC,Porcelain
318,4477,12,Low,ACSR,Glass
234,461,4,High,AAAC,Composite
381,597,33,Low,AAAC,Glass
782,3488,-5,Low,ACCC,Glass
437,1775,54,Medium,AAAC,Composite
648,3912,58,High,ACCC,Composite
221,2507,25,Low,ACSR,Porcelain
679,3975,55,Medium,ACCC,Composite
78,4134,31,High,ACSR,Composite
573,2983,12,Low,ACSR,Glass
530,4098,39,High,ACCC,Composite
285,1932,24,Low,AAAC,Porcelain
80,2815,-8,High,ACSR,Composite
182,3886,10,Low,ACSR,Porcelain
396,2066,5,Low,ACSR,Glass
121,1563,18,Low,AAAC,Porcelain
416,846,16,Low,AAAC,Glass
197,3123,27,High,ACSR,Composite
291,841,7,Medium,AAAC,Glass
373,3456,23,Low,ACSR,Glass
540,1138,16,Low,ACSR,Glass
287,3512,46,Medium,ACSR,Glass
238,4337,26,Low,ACSR,Porcelain
405,4670,-7,Low,ACSR,Glass
571,383,18,High,ACSR,Composite
222,2865,8,High,ACSR,Composite
216,3207,15,High,ACSR,Composite
762,2329,25,High,ACSR,Composite
243,1516,27,High,AAAC,Composite
598,2367,39,Low,ACSR,Glass
177,4577,20,Low,ACSR,Porcelain
748,3254,53,Low,ACCC,Glass
203,3228,30,High,ACSR,Composite
298,4062,-3,Medium,ACSR,Glass
397,278,60,Medium,AAAC,Glass
607,4122,26,Medium,ACCC,Composite
372,1943,49,Medium,AAAC,Glass
226,2464,58,Medium,AAAC,Glass
467,422,-8,High,AAAC,Composite
655,113,-9,Low,ACSR,Glass
343,345,46,Medium,AAAC,Glass
385,1800,52,Medium,AAAC,Glass
598,1747,36,High,ACSR,Composite
562,4887,28,Medium,ACCC,Composite
428,2370,47,Medium,ACSR,Composite
437,3428,-4,Medium,ACSR,Composite
720,815,46,High,ACSR,Composite
101,1083,11,Medium,AAAC,Glass
368,3857,37,High,ACSR,Composite
503,4307,28,Medium,ACCC,Composite
791,574,-9,Medium,ACSR,Composite
97,1883,21,Medium,AAAC,Glass
251,3239,-2,Low,ACSR,Porcelain
239,4322,24,Low,ACSR,Porcelain
631,293,11,High,ACSR,Composite
738,2104,35,Medium,ACSR,Composite
315,4842,0,Medium,ACSR,Glass
344,2248,20,Medium,ACSR,Glass
748,1189,4,Low,ACSR,Glass
760,2351,-4,Low,ACSR,Glass
67,996,-1,Low,AAAC,Porcelain
259,2278,41,Low,AAAC,Composite
231,2182,34,Low,AAAC,Porcelain
175,883,40,Medium,AAAC,Glass
445,4694,11,Low,ACSR,Glass
648,3307,45,Low,ACCC,Glass
741,1784,26,Low,ACSR,Glass
350,1110,6,Medium,AAAC,Glass
486,3432,40,High,ACSR,Composite
178,2459,32,Medium,AAAC,Glass
293,1410,1,High,AAAC,Composite
536,1380,11,Low,ACSR,Glass
593,3898,-7,High,ACCC,Composite
561,4592,47,Medium,ACCC,Composite
96,3624,-8,High,ACSR,Composite
227,2743,45,Medium,ACSR,Glass
770,3478,32,Low,ACCC,Glass
787,3263,6,Low,ACCC,Glass
443,1514,-5,Medium,AAAC,Composite
511,3229,50,High,ACCC,Composite
492,3632,26,Low,ACSR,Glass
761,4689,31,Low,ACCC,Glass
569,4213,-10,Medium,ACCC,Composite
592,3024,-2,Low,ACCC,Glass
786,619,17,Medium,ACSR,Composite
749,2368,57,Medium,ACSR,Composite
597,2429,34,Medium,ACSR,Composite
647,1765,18,Low,ACSR,Glass
585,2126,36,Low,ACSR,Glass
99,3602,5,Low,ACSR,Porcelain
756,3661,14,Low,ACCC,Glass
555,3732,26,Medium,ACCC,Composite
685,541,-3,Low,ACSR,Glass
488,4539,32,Low,ACSR,Glass
533,3918,2,High,ACCC,Composite
89,2923,0,High,ACSR,Composite
281,709,-9,Low,AAAC,Porcelain
120,810,-1,Low,AAAC,Porcelain
91,2737,45,High,ACSR,Composite
346,3599,37,High,ACSR,Composite
392,4352,24,Low,ACSR,Glass
251,2120,48,Low,AAAC,Composite
560,1096,41,High,ACSR,Composite
77,2666,46,Medium,ACSR,Glass
706,1092,56,Medium,ACSR,Composite
499,4579,-6,Medium,ACSR,Composite
273,2667,39,Medium,ACSR,Glass
198,3919,26,High,ACSR,Composite
404,555,32,Low,AAAC,Glass
261,899,19,Low,AAAC,Porcelain
327,2282,13,High,ACSR,Composite
347,241,13,Medium,AAAC,Glass
434,1320,52,Medium,AAAC,Composite
168,2184,2,Medium,AAAC,Glass
697,382,36,Medium,ACSR,Composite
248,4280,13,High,ACSR,Composite
488,4784,32,High,ACSR,Composite
74,909,43,Medium,AAAC,Glass
622,1955,19,High,ACSR,Composite
309,3919,14,Low,ACSR,Glass
689,1140,38,High,ACSR,Composite
632,3832,3,Low,ACCC,Glass
458,3442,30,Medium,ACSR,Composite
592,637,-10,High,ACSR,Composite
102,2052,49,Medium,AAAC,Glass
243,1263,11,Low,AAAC,Porcelain
704,607,50,High,ACSR,Composite
694,2169,11,Low,ACSR,Glass
137,2093,58,Medium,AAAC,Glass
417,2375,-7,Medium,ACSR,Composite
688,1989,48,High,ACSR,Composite
214,3245,33,Low,ACSR,Porcelain
762,1040,53,Medium,ACSR,Composite
170,2398,6,High,AAAC,Composite
724,802,45,Medium,ACSR,Composite
286,1663,-4,Medium,AAAC,Glass
439,2613,16,Medium,ACSR,Composite
583,3979,48,Low,ACCC,Glass
325,3132,8,Medium,ACSR,Glass
364,2453,54,High,ACSR,Composite
107,4560,8,Medium,ACSR,Glass
557,1389,49,Medium,ACSR,Composite
504,4988,44,Medium,ACCC,Composite
112,2031,32,Medium,AAAC,Glass
150,2635,16,Medium,ACSR,Glass
751,3684,10,Low,ACCC,Glass
123,1196,47,Medium,AAAC,Glass
776,1335,38,Medium,ACSR,Composite
274,3765,34,Low,ACSR,Porcelain
313,4638,7,High,ACSR,Composite
276,2004,54,Low,AAAC,Composite
104,495,6,Medium,AAAC,Glass
317,3779,24,Medium,ACSR,Glass
708,2671,37,Medium,ACSR,Composite
478,3082,3,High,ACSR,Composite
511,3375,36,High,ACCC,Composite
117,3140,2,Low,ACSR,Porcelain
439,1435,20,Low,AAAC,Glass
591,1668,-2,Medium,ACSR,Composite
221,2818,18,Medium,ACSR,Glass
607,1313,5,Low,ACSR,Glass
155,3154,0,Low,ACSR,Porcelain
744,2113,35,High,ACSR,Composite
416,3685,45,Medium,ACSR,Composite
134,4836,59,Medium,ACSR,Glass
228,1474,33,High,AAAC,Composite
307,479,56,High,AAAC,Composite
560,192,24,Medium,ACSR,Composite
448,592,30,Low,AAAC,Glass
117,1255,22,Medium,AAAC,Glass
719,4203,13,Low,ACCC,Glass
128,4551,29,High,ACSR,Composite
574,1042,13,Medium,ACSR,Composite
357,760,32,Medium,AAAC,Glass
156,1519,30,High,AAAC,Composite
729,1837,10,Low,ACSR,Glass
489,1885,11,High,AAAC,Composite
734,2480,27,Low,ACSR,Glass
430,3887,9,Low,ACSR,Glass
215,3711,39,High,ACSR,Composite
336,3767,46,High,ACSR,Composite
646,554,-2,Low,ACSR,Glass
181,3675,-9,Low,ACSR,Porcelain
769,3755,30,Low,ACCC,Glass
581,2624,-8,Low,ACSR,Glass
652,402,22,High,ACSR,Composite
306,2930,20,Medium,ACSR,Glass
95,3375,40,High,ACSR,Composite
208,2808,23,Medium,ACSR,Glass
391,3219,50,Low,ACSR,Glass
760,563,21,Medium,ACSR,Composite
81,387,-8,Medium,AAAC,Glass
176,1467,32,Medium,AAAC,Glass
778,3523,39,High,ACCC,Composite
172,1581,20,High,AAAC,Composite
444,1771,29,High,AAAC,Composite
227,3352,55,High,ACSR,Composite
348,3749,25,High,ACSR,Composite
334,1869,-2,Low,AAAC,Glass
549,881,52,Medium,ACSR,Composite
732,124,18,High,ACSR,Composite
138,4657,13,Low,ACSR,Porcelain
262,1325,2,High,AAAC,Composite
308,1896,53,Low,AAAC,Glass
663,3348,26,Medium,ACCC,Composite
324,3066,-9,Medium,ACSR,Glass
214,3254,38,Medium,ACSR,Glass
455,2968,-7,Low,ACSR,Glass
481,1300,27,Low,AAAC,Glass
491,4834,14,Medium,ACSR,Composite
767,3381,14,High,ACCC,Composite
282,1043,16,Medium,AAAC,Glass
151,690,30,Medium,AAAC,Glass
281,1262,-9,Medium,AAAC,Glass
488,4416,25,Low,ACSR,Glass
385,587,31,Low,AAAC,Glass
183,394,-7,Low,AAAC,Porcelain
480,484,23,Low,AAAC,Glass
664,4771,6,Medium,ACCC,Composite
105,658,36,High,AAAC,Composite
226,4166,40,High,ACSR,Composite
768,4543,43,High,ACCC,Composite
602,3987,-5,Low,ACCC,Glass
485,566,19,Low,AAAC,Glass
729,3648,17,High,ACCC,Composite
160,4185,29,High,ACSR,Composite
507,4149,0,Low,ACCC,Glass
623,2373,42,Low,ACSR,Glass
715,4598,50,Medium,ACCC,Composite
531,187,-4,Low,ACSR,Glass
353,2469,-5,Medium,ACSR,Glass
741,4576,40,High,ACCC,Composite
477,3096,43,High,ACSR,Composite
465,3372,-9,Low,ACSR,Glass
593,896,-3,High,ACSR,Composite
83,1194,10,High,AAAC,Composite
201,3560,22,Low,ACSR,Porcelain
529,4966,44,High,ACCC,Composite
313,2776,47,High,ACSR,Composite
775,3008,7,High,ACCC,Composite
66,3088,59,Medium,ACSR,Glass
767,3766,16,Low,ACCC,Glass
446,4540,16,Low,ACSR,Glass
574,585,27,Medium,ACSR,Composite
525,3857,-9,High,ACCC,Composite
570,3310,25,High,ACCC,Composite
541,1814,52,High,ACSR,Composite
622,1590,-6,Low,ACSR,Glass
97,2277,36,Medium,AAAC,Glass
183,4800,14,Medium,ACSR,Glass
249,4277,56,Medium,ACSR,Glass
256,4305,56,Low,ACSR,Composite
793,109,2,High,ACSR,Composite
139,3867,15,High,ACSR,Composite
688,2889,-4,Medium,ACSR,Composite
168,1522,17,Low,AAAC,Porcelain
651,825,20,High,ACSR,Composite
485,1593,16,High,AAAC,Composite
538,2808,7,High,ACSR,Composite
179,1538,60,Low,AAAC,Composite
444,1824,43,High,AAAC,Composite
378,1605,26,High,AAAC,Composite
395,3625,-6,Medium,ACSR,Glass
404,4619,43,Low,ACSR,Glass
303,3698,-10,Medium,ACSR,Glass
238,4926,-1,Medium,ACSR,Glass
144,4638,0,Low,ACSR,Porcelain
529,4051,45,Medium,ACCC,Composite
670,525,16,High,ACSR,Composite
566,762,-10,Low,ACSR,Glass
627,2979,4,Medium,ACSR,Composite
350,2513,36,Medium,ACSR,Glass
288,3270,11,Low,ACSR,Porcelain
658,1643,6,Medium,ACSR,Composite
331,2244,-8,High,ACSR,Composite
732,682,10,Medium,ACSR,Composite
438,3662,22,Low,ACSR,Glass
298,4592,0,Low,ACSR,Porcelain
301,1282,20,High,AAAC,Composite
736,2160,22,Medium,ACSR,Composite
379,1926,22,High,AAAC,Composite
445,426,13,Low,AAAC,Glass
679,4107,50,High,ACCC,Composite
628,2071,24,High,ACSR,Composite
485,3308,53,High,ACSR,Composite
117,4099,9,Medium,ACSR,Glass
786,2630,12,Low,ACSR,Glass
708,4710,24,High,ACCC,Composite
574,2168,-6,Medium,ACSR,Composite
270,4065,4,High,ACSR,Composite
796,2396,50,High,ACSR,Composite
322,3760,0,Medium,ACSR,Glass
250,3079,27,Medium,ACSR,Glass
210,2413,-1,High,AAAC,Composite
755,1863,34,Low,ACSR,Glass
79,4597,1,Medium,ACSR,Glass
311,1858,-8,Medium,AAAC,Glass
252,2896,13,Low,ACSR,Porcelain
402,587,19,Medium,AAAC,Composite
324,1026,58,High,AAAC,Composite
105,4093,32,Medium,ACSR,Glass
666,649,38,High,ACSR,Composite
702,2062,33,Low,ACSR,Glass
483,1166,-8,Low,AAAC,Glass
416,1055,39,Low,AAAC,Glass
74,2973,0,Low,ACSR,Porcelain
415,1839,59,High,AAAC,Composite
149,3176,-2,Medium,ACSR,Glass
598,3615,8,Low,ACCC,Glass
423,3569,13,High,ACSR,Composite
443,658,23,Medium,AAAC,Composite
237,665,15,Low,AAAC,Porcelain
90,1158,38,High,AAAC,Composite
458,2527,28,Low,ACSR,Glass
168,628,15,Medium,AAAC,Glass
767,4582,-5,High,ACCC,Composite
301,4138,59,Medium,ACSR,Glass
475,4515,59,Medium,ACSR,Composite
614,2999,23,Low,ACSR,Glass
397,2080,3,High,ACSR,Composite
729,3169,39,Medium,ACCC,Composite
597,1455,31,Low,ACSR,Glass
714,2154,15,Low,ACSR,Glass
94,1600,32,High,AAAC,Composite
608,3033,58,Medium,ACCC,Composite
84,4513,49,Medium,ACSR,Glass
213,3805,2,Medium,ACSR,Glass
536,3189,46,Medium,ACCC,Composite
556,3941,12,High,ACCC,Composite
348,787,31,Low,AAAC,Glass
740,4206,35,Low,ACCC,Glass
178,1917,53,Low,AAAC,Composite
520,1054,52,High,ACSR,Composite
727,4937,53,Low,ACCC,Glass
395,3689,41,Medium,ACSR,Glass
320,4316,-2,Medium,ACSR,Glass
664,1188,42,Low,ACSR,Glass
464,2455,-9,Low,ACSR,Glass
675,869,37,Low,ACSR,Glass
573,3401,27,Low,ACCC,Glass
709,2188,21,Low,ACSR,Glass
531,4001,42,High,ACCC,Composite
472,2953,51,High,ACSR,Composite
674,2273,9,Low,ACSR,Glass
163,4844,15,High,ACSR,Composite
355,712,27,Low,AAAC,Glass
722,2419,52,Medium,ACSR,Composite
221,1983,8,Low,AAAC,Porcelain
227,943,39,Low,AAAC,Porcelain
689,943,20,High,ACSR,Composite
762,4188,42,High,ACCC,Composite
782,2048,51,High,ACSR,Composite
162,312,44,Low,AAAC,Composite
442,756,-4,High,AAAC,Composite
632,3844,2,Medium,ACCC,Composite
515,1213,-10,Low,ACSR,Glass
182,1013,21,High,AAAC,Composite
670,1737,52,Medium,ACSR,Composite
781,1724,59,Low,ACSR,Glass
571,325,44,Medium,ACSR,Composite
254,4831,22,Medium,ACSR,Glass
541,4245,-7,High,ACCC,Composite
388,4755,36,Low,ACSR,Glass
661,2226,-7,Low,ACSR,Glass
245,1680,34,Low,AAAC,Porcelain
246,937,53,Medium,AAAC,Glass
758,970,20,Medium,ACSR,Composite
352,3973,31,Low,ACSR,Glass
540,2078,-2,Medium,ACSR,Composite
683,4829,46,High,ACCC,Composite
706,1722,8,Medium,ACSR,Composite
327,3762,-3,Medium,ACSR,Glass
588,4011,39,Low,ACCC,Glass
227,3743,32,High,ACSR,Composite
552,2734,48,Low,ACSR,Glass
246,640,48,Medium,AAAC,Glass
790,4255,19,Low,ACCC,Glass
534,4791,43,Low,ACCC,Glass
86,4975,6,Medium,ACSR,Glass
340,440,52,Medium,AAAC,Glass
325,1800,0,Medium,AAAC,Glass
398,1821,-9,Low,AAAC,Glass
531,2714,30,High,ACSR,Composite
181,1493,-9,Medium,AAAC,Glass
478,1656,56,Medium,AAAC,Composite
602,4056,32,Low,ACCC,Glass
788,2513,47,High,ACSR,Composite
322,1474,14,Low,AAAC,Glass
233,4006,0,High,ACSR,Composite
598,4114,33,High,ACCC,Composite
663,4536,3,High,ACCC,Composite
80,2845,10,High,ACSR,Composite
115,724,59,High,AAAC,Composite
369,4349,7,Medium,ACSR,Glass
552,1648,32,Low,ACSR,Glass
481,3685,4,High,ACSR,Composite
370,340,44,Medium,AAAC,Glass
261,2308,-8,Low,AAAC,Porcelain
453,1700,26,Medium,AAAC,Composite
520,4810,55,Low,ACCC,Glass
778,1303,24,High,ACSR,Composite
770,3498,3,Low,ACCC,Glass
723,199,30,High,ACSR,Composite
